GEOGID,GEOGTYPE,GEOGDESC
E19159,ED,Millbrook
E19160,ED,Mount Eagle
E19161,ED,Nohaval
E19162,ED,O'Brennan
E19163,ED,Ratass
E19164,ED,Scartaglin
E19165,ED,Tralee Rural
E19166,ED,Tubrid
E20001,ED,Abbey A
E20002,ED,Abbey B
E20003,ED,Abbey C
E20004,ED,Abbey D
E20005,ED,Ballinacurra A
E20006,ED,Ballinacurra B
E20007,ED,Ballynanty
E20008,ED,Castle A
E20009,ED,Castle B
E20010,ED,Castle C
E20011,ED,Castle D
E20012,ED,Coolraine
E20013,ED,Custom House
E20014,ED,Dock A
E20015,ED,Dock B
E20016,ED,Dock C
E20017,ED,Dock D
E20018,ED,Farranshone
E20019,ED,Galvone A
E20020,ED,Galvone B
E20021,ED,Glentworth A
E20022,ED,Glentworth B
E20023,ED,Glentworth C
E20024,ED,John's A
E20025,ED,John's B
E20026,ED,John's C
E20027,ED,Killeely A
E20028,ED,Killeely B
E20029,ED,Market
E20030,ED,Prospect A
E20031,ED,Prospect B
E20032,ED,Rathbane
E20033,ED,St. Laurence
E20034,ED,Shannon A
E20035,ED,Shannon B
E20036,ED,Singland A
E20037,ED,Singland B
E20065,ED,Limerick North Rural
E21001,ED,Abbeyville
E21002,ED,Adare North
E21003,ED,Adare South
E21004,ED,Ballingarry
E21005,ED,Ballyagran
E21006,ED,Ballygrennan
E21007,ED,Ballynabanoge
E21008,ED,Ballynoe
E21009,ED,Castletown
E21010,ED,Coolrus
E21011,ED,Crean
E21012,ED,Crecora
E21013,ED,Croom
E21014,ED,Dunnaman
E21015,ED,Fedamore
E21016,ED,Garrane
E21017,ED,Grange
E21018,ED,Kilfinny
E21019,ED,Kilpeacon
E21020,ED,Rathmore
E21021,ED,Fleanmore
E21022,ED,Glin
E21023,ED,Kilfergus
E21024,ED,Kilmoylan
E21025,ED,Ardpatrick
E21026,ED,Athlacca
E21027,ED,Ballymacshaneboy
E21028,ED,Bruff
E21029,ED,Bruree
E21030,ED,Bulgaden
E21031,ED,Cahercorney
E21032,ED,Colmanswell
E21033,ED,Darragh
E21034,ED,Dromin
E21035,ED,Emlygrennan
E21036,ED,Glenbrohane
E21037,ED,Griston
E21038,ED,Hospital
E21039,ED,Kilfinnane
E21040,ED,Kilflyn
E21041,ED,Kilmallock
E21042,ED,Kilteely
E21043,ED,Knockainy
E21044,ED,Knocklong
E21045,ED,Particles
E21046,ED,Rockhill
E21047,ED,Tobernea
E21048,ED,Uregare
E21049,ED,Abington
E21050,ED,Ballybricken
E21051,ED,Ballycummin
E21052,ED,Ballysimon
E21053,ED,Ballyvarra
E21054,ED,Caherconlish East
E21055,ED,Caherconlish West
E21056,ED,Caherelly
E21057,ED,Cappamore
E21058,ED,Carrig
E21059,ED,Castleconnell
E21060,ED,Clarina
E21061,ED,Clonkeen
E21062,ED,Doon West
E21063,ED,Glenstal
E21064,ED,Kilmurry
E21066,ED,Limerick South Rural
E21067,ED,Patrickswell
E21068,ED,Roxborough
E21069,ED,Anglesborough
E21070,ED,Ballylanders
E21071,ED,Cullane
E21072,ED,Duntryleague
E21073,ED,Galbally
E21074,ED,Kilbeheny
E21075,ED,Kilglass
E21076,ED,Knocknascrow
E21077,ED,Riversdale
E21078,ED,Abbeyfeale
E21079,ED,Ardagh
E21080,ED,Ballintober
E21081,ED,Ballynoe West
E21082,ED,Boola
E21083,ED,Broadford
E21084,ED,Caher
E21085,ED,Cleanglass
E21086,ED,Cloncagh
E21087,ED,Danganbeg
E21088,ED,Dromcolliher
E21089,ED,Dromtrasna
E21090,ED,Feenagh
E21091,ED,Garryduff
E21092,ED,Glenagower
E21093,ED,Glengort
E21094,ED,Glensharrold
E21095,ED,Kilmeedy
E21096,ED,Knockaderry
E21097,ED,Mahoonagh
E21098,ED,Monagay
E21099,ED,Mountcollins
E21100,ED,Mountplummer
E21101,ED,Newcastle Rural
E21102,ED,Newcastle Urban
E21103,ED,Port
E21104,ED,Rathronan
E21105,ED,Rooskagh
E21106,ED,Templeglentan
E21107,ED,Askeaton East
E21108,ED,Askeaton West
E21109,ED,Aughinish
E21110,ED,Ballyallinan
E21111,ED,Ballynacarriga
E21112,ED,Castletown
E21113,ED,Craggs
E21114,ED,Croagh
E21115,ED,Dromard
E21116,ED,Dunmoylan East
E21117,ED,Dunmoylan West
E21118,ED,Iveruss
E21119,ED,Kilcornan
E21120,ED,Kildimo
E21121,ED,Kilscannell
E21122,ED,Lismakeery
E21123,ED,Loghill
E21124,ED,Mohernagh
E21125,ED,Nantinan
E21126,ED,Pallaskenry
E21127,ED,Rathkeale Rural
E21128,ED,Rathkeale Urban
E21129,ED,Riddlestown
E21130,ED,Shanagolden
E21131,ED,Shanid
E21132,ED,Bilboa
E21133,ED,Doon South
E21134,ED,Grean
E21135,ED,Oola
E21136,ED,Templebredon
E22001,ED,Nenagh East Urban
E22002,ED,Nenagh West Urban
E22003,ED,Templemore
E22004,ED,Thurles Urban
E22005,ED,Aglishcloghane
E22006,ED,Ballingarry
E22007,ED,Ballylusky
E22008,ED,Borrisokane
E22009,ED,Carrig
E22010,ED,Cloghjordan
E22011,ED,Cloghprior
E22012,ED,Clohaskin
E22013,ED,Finnoe
E22014,ED,Graigue
E22015,ED,Kilbarron
E22016,ED,Lorrha East
E22017,ED,Lorrha West
E22018,ED,Mertonhall
E22019,ED,Rathcabban
E22020,ED,Redwood
E22021,ED,Riverstown
E22022,ED,Terryglass
E22023,ED,Uskane
E22024,ED,Abington
E22025,ED,Aghnameadle
E22026,ED,Ardcrony
E22027,ED,Ballina
E22028,ED,Ballygibbon
E22029,ED,Ballymackey
E22030,ED,Ballynaclogh
E22031,ED,Birdhill
E22032,ED,Burgesbeg
E22033,ED,Carrigatogher
E22034,ED,Castletown
E22035,ED,Derrycastle
E22036,ED,Dolla
E22037/22045,ED,Greenhall / Lackagh
E22038,ED,Kilcomenty
E22039,ED,Kilkeary
E22040,ED,Killoscully
E22041,ED,Kilmore
E22042,ED,Kilnaneave
E22043,ED,Kilnarath
E22044,ED,Knigh
E22046,ED,Latteragh
E22047,ED,Monsea
E22048,ED,Nenagh Rural
E22049,ED,Newport
E22050,ED,Templederry
E22051,ED,Youghalarra
E22052,ED,Borrisnafarney
E22053,ED,Borrisnoe
E22054,ED,Bourney East
E22055,ED,Bourney West
E22056,ED,Killavinoge
E22057,ED,Killea
E22058,ED,Rathnaveoge
E22059,ED,Roscrea
E22060,ED,Timoney
E22061,ED,Ballycahill
E22062,ED,Ballymurreen
E22063,ED,Borrisoleigh
E22064,ED,Drom
E22065,ED,Foilnaman
E22066,ED,Glenkeen
E22067,ED,Gortkelly
E22068,ED,Holycross
E22069,ED,Inch
E22070,ED,Kilrush
E22071,ED,Littleton
E22072,ED,Longfordpass
E22073,ED,Loughmoe
E22074,ED,Moyaliff
E22075,ED,Moycarky
E22076,ED,Moyne
E22077,ED,Rahelty
E22078,ED,Templetouhy
E22079,ED,Thurles Rural
E22080,ED,Twomileborris
E22081,ED,Upperchurch
E23082,ED,Carrickbeg Urban
E23083,ED,Carrick-on-Suir Urban
E23084,ED,Cashel Urban
E23085,ED,Clonmel East Urban
E23086,ED,Clonmel West Urban
E23087,ED,Tipperary East Urban
E23088,ED,Tipperary West Urban
E23089,ED,Carrick-on-Suir Rural
E23090,ED,Garrangibbon
E23091,ED,Kilmurry
E23092,ED,Newtown
E23093,ED,Ardmayle
E23094,ED,Ardsallagh
E23095,ED,Ballysheehan
E23096,ED,Cashel Rural
E23097,ED,Clogher
E23098,ED,Cloneen
E23099,ED,Clonoulty East
E23100,ED,Clonoulty West
E23101,ED,Colman
E23102,ED,Cooleagh
E23103,ED,Drangan
E23104,ED,Fethard
E23105,ED,Gaile
E23106,ED,Graigue
E23107,ED,Greystown
E23108,ED,Killeenasteena
E23109,ED,Killenaule
E23110,ED,Kilpatrick
E23111,ED,Knockgraffon
E23112,ED,Magorban
E23113,ED,Nodstown
E23114,ED,Oughterleague
E23115,ED,Peppardstown
E23116,ED,Tullamain
E23117,ED,Ardfinnan
E23118,ED,Ballybacon
E23119,ED,Ballyporeen
E23120,ED,Burncourt
E23121,ED,Caher
E23122,ED,Clogheen
E23123,ED,Coolagarranroe
E23124,ED,Derrygrath
E23125,ED,Kilcommon
E23126,ED,Kilcoran
E23127,ED,Mortlestown
E23128,ED,Newcastle
E23129,ED,Tubbrid
E23130,ED,Tullaghmelan
E23131,ED,Tullaghorton
E23132,ED,Ballyclerahan
E23133,ED,Clonmel Rural
E23134,ED,Inishlounaght
E23135,ED,Kilcash
E23137/23136,ED,Kilsheelan / Killaloan
E23138,ED,Kiltinan
E23139,ED,Lisronagh
E23140,ED,Anner
E23141,ED,Ballingarry
E23142,ED,Ballyphilip
E23143,ED,Buolick
E23144,ED,Crohane
E23145,ED,Farranrory
E23146,ED,Fennor
E23147,ED,Kilcooly
E23148,ED,Kilvemnon
E23149,ED,Modeshil
E23150,ED,Mullinahone
E23151,ED,New Birmingham
E23152,ED,Poyntstown
E23153,ED,Ballycarron
E23154,ED,Ballygriffin
E23155,ED,Ballykisteen
E23156,ED,Bansha
E23157,ED,Bruis
E23158,ED,Cappagh
E23159,ED,Clonbeg
E23160,ED,Cullen
E23161,ED,Curraheen
E23162,ED,Donohill
E23163,ED,Drumwood
E23164,ED,Emly
E23165,ED,Glengar
E23166,ED,Golden
E23167,ED,Kilfeakle
E23168,ED,Killadriffe
E23169,ED,Kilmucklin
E23170,ED,Lattin
E23171,ED,Rathlynin
E23172,ED,Rodus
E23173,ED,Shronell
E23174,ED,Solloghodbeg
E23175,ED,Templeneiry
E23176,ED,Thomastown
E23177,ED,Tipperary Rural
E24001,ED,Ballybeg North
E24002/24006,ED,Ballybeg South / Ballynaneashagh
E24003,ED,Ballybricken West
E24004,ED,Ballymaclode
E24005,ED,Ballynakill
E24007,ED,Ballytruckle
E24008,ED,Bilberry
E24009,ED,Centre A
E24010,ED,Centre B
E24011,ED,Cleaboy
E24012,ED,Custom House A
E24013,ED,Custom House B
E24014,ED,Farranshoneen
E24015,ED,Ferrybank
E24016,ED,Gracedieu
E24017,ED,Grange North
E24018,ED,Grange South
E24019,ED,Grange Upper
E24020,ED,Kilbarry
E24021,ED,Kingsmeadow
E24022,ED,Larchville
E24023,ED,Lisduggan
E24024,ED,Military Road
E24025,ED,Morrisson's Avenue East
E24026,ED,Morrisson's Avenue West
E24027,ED,Morrisson's Road
E24028,ED,Mount Sion
E24029,ED,Newport's Square
E24030,ED,Newtown
E24031,ED,Park
E24032,ED,Poleberry
E24033,ED,Roanmore
E24034,ED,Shortcourse
E24035,ED,Slievekeale
E24036,ED,The Glen
E24037,ED,Ticor North
E24038,ED,Ticor South
E25001,ED,Dungarvan No. 1 Urban
E25002,ED,Dungarvan No. 2 Urban
E25003,ED,Ballydurn
E25004,ED,Carrickbeg Rural
E25005,ED,Clonea
E25006,ED,Fenoagh
E25007,ED,Glen
E25008,ED,Kilmeadan
E25009,ED,Mothel
E25010,ED,Portlaw
E25011,ED,Rathgormuck
E25012,ED,Ross
E25013,ED,Ballymacarbry
E25014,ED,Graignagower
E25015,ED,Gurteen
E25016,ED,Kilmacomma
E25017,ED,Kilronan
E25018,ED,St. Mary's
E25019,ED,Aird Mhór
E25020,ED,Baile Mhac Airt
E25021,ED,Bohadoon
E25022,ED,Cappagh
E25023,ED,Carriglea
E25024,ED,Clonea
E25025,ED,Colligan
E25026,ED,Coumaraglin
E25027,ED,Dromana
E25028,ED,Dromore
E25029,ED,Dungarvan Rural
E25030,ED,Keereen
E25031,ED,Knockaunbrandaun
E25032,ED,Modelligo
E25033,ED,Mountstuart
E25034,ED,An Rinn
E25035,ED,Seskinan
E25036,ED,Whitechurch
E25037,ED,Annestown
E25038,ED,Ballylaneen
E25039,ED,Carrigcastle
E25040,ED,Comeragh
E25041,ED,Dunhill
E25042,ED,Fews
E25043,ED,Fox's Castle
E25044,ED,Gardenmorris
E25045,ED,Georgestown
E25046,ED,Kilbarrymeaden
E25047,ED,Kilmacthomas
E25048,ED,Knockmahon
E25049,ED,Mountkennedy
E25050,ED,Newtown
E25051,ED,Stradbally
E25052,ED,Tinnasaggart
E25053,ED,Ballyduff
E25054,ED,Ballyhane
E25055,ED,Ballyin
E25056,ED,Ballynamult
E25057,ED,Ballysaggartmore
E25058,ED,Cappoquin
E25059,ED,Castlerichard
E25060,ED,Drumroe
E25061,ED,Gortnapeaky
E25062,ED,Kilcockan
E25063,ED,Kilwatermoy East
E25064,ED,Kilwatermoy West
E25065,ED,Lismore Rural
E25066,ED,Lismore Urban
E25067,ED,Mocollop
E25068,ED,Modelligo
E25069,ED,Tallow
E25070,ED,Ballynakill (Part Rural)
E25071,ED,Drumcannon
E25072,ED,Faithlegg (Part Rural)
E25073,ED,Islandikane
E25074,ED,Kilbarry (Part Rural)
E25075,ED,Killea
E25076,ED,Killoteran
E25077,ED,Kilmacleague
E25078,ED,Kilmeadan
E25079,ED,Newcastle
E25080,ED,Pembrokestown
E25081,ED,Rathmoylan
E25082,ED,Reisk
E25083,ED,Tramore
E25084,ED,Woodstown
E25085,ED,Ardmore
E25086,ED,Ballyheeny
E25087,ED,Clashmore
E25088,ED,Glenwilliam
E25089,ED,Grallagh
E25090,ED,Grange
E25091,ED,Kinsalebeg
E25092,ED,Templemichael
E26001,ED,Ballybaan
E26002,ED,Baile an Bhriotaihg
E26003,ED,Bearna
E26004,ED,An Caisleán Gearr
E26005,ED,Claddagh
E26006,ED,Dangan
E26007,ED,Eyre Square
E26008,ED,An Cnocán Carrach
E26009,ED,Lough Atalia
E26010,ED,Mionlach
E26011,ED,Mervue
E26012,ED,Murroogh
E26013,ED,Newcastle
E26014,ED,Nuns Island
E26015,ED,Rahoon
E26016,ED,Renmore
E26017,ED,Rockbarton
E26018,ED,Paróiste San Nicoláis
E26019,ED,Salthill
E26020,ED,Shantalla
E26021,ED,Taylors Hill
E26022,ED,Wellpark
E27001,ED,Ballinasloe Urban
E27002,ED,Abbeygormacan
E27003,ED,Ahascragh
E27004,ED,Aughrim
E27005,ED,Ballinasloe Rural
E27006,ED,Ballymacward
E27007,ED,Clonfert
E27008,ED,Clontuskert
E27009,ED,Kellysgrove
E27010,ED,Kilconnell
E27011,ED,Killaan
E27012,ED,Killallaghtan
E27013,ED,Killoran
E27014,ED,Killure
E27015,ED,Kilmacshane
E27016,ED,Kiltormer
E27017,ED,Kylemore
E27018,ED,Laurencetown
E27019,ED,Lismanny
E27020,ED,Oatfield
E27021,ED,Ballynakill
E27022,ED,Binn an Choire
E27023,ED,Bunowen
E27024,ED,Cleggan
E27025,ED,Clifden
E27026,ED,Cushkillary
E27027/27028,ED,Derrycunlagh / Derrylea
E27029,ED,Doonloughan
E27030,ED,Errislannan
E27031,ED,An Uillinn
E27032,ED,Inishbofin
E27033,ED,An Cnoc Buí
E27034,ED,Maíros
E27035,ED,Abhainn Ghabhla
E27036,ED,Rinvyle
E27037,ED,Cloch na Rón
E27038,ED,Sillerna
E27039,ED,Scainimh
E27040,ED,Eanach Dhúin
E27041,ED,Aughrim
E27042,ED,Baile an Teampaill (Part Rural)
E27043,ED,Ballynacourty
E27044,ED,Bearna (Part Rural)
E27045,ED,Belleville
E27046,ED,An Carn Mór
E27047,ED,Ceathrú an Bhrúnaigh (Part Rural)
E27048,ED,Baile Chláir
E27049,ED,Clarinbridge
E27050,ED,Deerpark
E27051,ED,Na Forbacha
E27052,ED,Galway Rural (Part Rural)
E27053,ED,Árainn
E27054,ED,Cill Chuimin
E27055,ED,Cill Aithnín
E27056,ED,Leacach Beag
E27057,ED,Liscananaun
E27058,ED,Lisín an Bhealaigh
E27059,ED,Maigh Cuilinn
E27060,ED,Oranmore
E27061,ED,Sailearna
E27062,ED,Sliabh an Aonaigh
E27063,ED,An Spidéal
E27064,ED,Stradbally
E27065,ED,Tulaigh Mhic Aodháin
E27066,ED,Ballinastack
E27067,ED,Ballymoe
E27068,ED,Ballynakill
E27069,ED,Boyounagh
E27070,ED,Creggs
E27071,ED,Curraghmore
E27072,ED,Glennamaddy
E27073,ED,Island
E27074,ED,Kilcroan
E27075,ED,Kiltullagh
E27076,ED,Raheen
E27077,ED,Scregg
E27078,ED,Shankill
E27079,ED,Templetogher
E27080,ED,Toberroe
E27081,ED,Ardamullivan
E27082,ED,Ardrahan
E27083,ED,Ballycahalan
E27084,ED,Beagh
E27085,ED,Cahermore
E27086,ED,Cappard
E27087,ED,Castletaylor
E27088,ED,Doorus
E27089,ED,Drumacoo
E27090,ED,Gort
E27091,ED,Kilbeacanty
E27092,ED,Killeely
E27093,ED,Killeenavarra
E27094,ED,Killinny
E27095,ED,Kiltartan
E27096,ED,Kilthomas
E27097,ED,Kinvarra
E27098,ED,Rahasane
E27099,ED,Skehanagh
E27100,ED,Aille
E27101,ED,Athenry
E27102,ED,Ballynagar
E27103,ED,Bracklagh
E27104,ED,Bullaun
E27105,ED,Cappalusk
E27106,ED,Castleboy
E27107,ED,Cloonkeen
E27108,ED,Colmanstown
E27109,ED,Craughwell
E27110,ED,Derrylaur
E27111,ED,Drumkeary
E27112,ED,Graigabbey
E27113,ED,Grange
E27114,ED,Greethill
E27115,ED,Kilchreest
E27116,ED,Kilconickny
E27117,ED,Kilconierin
E27118,ED,Killimor
E27119,ED,Killogilleen
E27120,ED,Kilmeen
E27121,ED,Kilreekill
E27122,ED,Kilteskill
E27123,ED,Kiltullagh
E27124,ED,Lackalea
E27125,ED,Leitrim
E27127,ED,Loughrea Rural
E27128,ED,Loughrea Urban
E27129/27126,ED,Marblehill / Loughatorick
E27130,ED,Mountain
E27131,ED,Movode
E27132,ED,Raford
E27133,ED,Tiaquin
E27134,ED,Woodford
E27135,ED,Annagh
E27136,ED,Ballynakill
E27137,ED,Caltra
E27138,ED,Castleblakeney
E27139,ED,Castleffrench
E27140,ED,Clonbrock
E27141,ED,Cloonkeen
E27142,ED,Cooloo
E27143,ED,Derryglassaun
E27144,ED,Killeroran
E27145,ED,Killian
E27146,ED,Mount Bellew
E27147,ED,Mounthazel
E27148,ED,Taghboy
E27149,ED,Camas
E27150,ED,An Fhairche
E27151,ED,Conga
E27152,ED,An Crompán
E27153,ED,An Chorr
E27154,ED,Garmna
E27155,ED,Cill Chuimín
E27156,ED,Leitir Breacáin
E27157,ED,Letterfore
E27158,ED,Leitir Móir
E27159,ED,Oughterard
E27160,ED,An Ros
E27161,ED,An Turlach
E27162,ED,Wormhole
E27163,ED,Abbeyville
E27164,ED,Ballyglass
E27165,ED,Coos
E27166,ED,Derrew
E27167,ED,Drummin
E27168,ED,Eyrecourt
E27169,ED,Killimor
E27170,ED,Kilmalinoge
E27171,ED,Kilquain
E27172,ED,Meelick
E27173,ED,Moat
E27174,ED,Pallas
E27175,ED,Portumna
E27176,ED,Tiranascragh
E27177,ED,Tynagh
E27178,ED,Abbey East
E27179,ED,Abbey West
E27180,ED,Addergoole
E27181,ED,Annaghdown
E27182,ED,Ballinderry
E27183,ED,Ballinduff
E27184,ED,Ballynapark
E27185,ED,Beaghmore
E27186,ED,Belclare
E27187,ED,Carrownagur
E27188,ED,Carrowrevagh
E27189,ED,Claretuam
E27190,ED,Clonbern
E27191,ED,Cloonkeen
E27192,ED,Cummer
E27193,ED,Donaghpatrick
E27194,ED,Doonbally
E27195,ED,Dunmore North
E27196,ED,Dunmore South
E27197,ED,Foxhall
E27198,ED,Headford
E27199,ED,Hillsbrook
E27200,ED,Kilbennan
E27201,ED,Kilcoona
E27202,ED,Killeany
E27203,ED,Killeen
E27204,ED,Killererin
E27205,ED,Killower
E27206,ED,Killursa
E27207,ED,Kilmoylan
E27208,ED,Kilshanvy
E27209,ED,Levally
E27210,ED,Milltown
E27211,ED,Monivea
E27212,ED,Moyne
E27213,ED,Ryehill
E27214,ED,Toberadosh
E27215,ED,Tuam Rural
E27216,ED,Tuam Urban
E28001,ED,Ballinamore
E28002,ED,Cloverhill
E28003,ED,Corrala
E28004,ED,Drumreilly North
E28005,ED,Drumreilly South
E28006,ED,Garadice
E28007/28011,ED,Greaghglass / Stralongford
E28008,ED,Killygar
E28009,ED,Newtowngore
E28010,ED,Oughteragh
E28012,ED,Aghacashel
E28013,ED,Annaduff
E28014,ED,Barnameenagh
E28015,ED,Carrick-on-Shannon
E28017/28016,ED,Drumreilly West / Drumreilly East
E28018,ED,Drumshanbo
E28019,ED,Drumsna
E28020,ED,Gortnagullion
E28021,ED,Gowel
E28022,ED,Keshcarrigan
E28023,ED,Kiltubbrid
E28024,ED,Leitrim
E28025,ED,Moher
E28026,ED,Yugan
E28027/28028,ED,Aghalateeve / Aghanlish
E28029/28032,ED,Aghavoghill / Melvin
E28030,ED,Gubacreeny
E28031,ED,Kinlough
E28033,ED,Tullaghan
E28035,ED,Ballaghameehan
E28036,ED,Belhavel
E28037,ED,Cloonclare
E28038,ED,Cloonlogher
E28039,ED,Drumahaire
E28040,ED,Drumkeeran
E28041/28034,ED,Garvagh / Arigna
E28042,ED,Glenade
E28043,ED,Glenaniff
E28044,ED,Glenboy
E28045,ED,Glencar
E28046,ED,Glenfarn
E28047,ED,Killanummery
E28048,ED,Killarga
E28049,ED,Kiltyclogher
E28050,ED,Lurganboy
E28051,ED,Mahanagh
E28052,ED,Manorhamilton
E28053,ED,Munakill
E28054,ED,Sramore
E28055,ED,St. Patrick's
E28056,ED,Aghavas
E28057,ED,Beihy
E28058,ED,Breandrum
E28059,ED,Bunnybeg
E28060,ED,Carrigallen East
E28061,ED,Carrigallen West
E28062,ED,Cashel
E28063,ED,Castlefore
E28064,ED,Cattan
E28065,ED,Cloone
E28066,ED,Corriga
E28067,ED,Drumard
E28068,ED,Drumdoo
E28069,ED,Drumod
E28070,ED,Fenagh
E28071,ED,Gortermone
E28072,ED,Keeldra
E28073,ED,Lisgillock
E28074,ED,Mohill
E28075,ED,Rinn
E28076,ED,Riverstown
E28077,ED,Roosky
E28078,ED,Rowan
E29001,ED,Ardnaree South Urban
E29002,ED,Ballina Urban
E29003,ED,Castlebar Urban
E29004,ED,Westport Urban
E29005,ED,Ardagh
E29006,ED,Ardnaree North
E29007,ED,Ardnaree South Rural
E29008,ED,Attymass East
E29009,ED,Attymass West
E29010,ED,Ballina Rural
E29011,ED,Ballycastle
E29012,ED,Ballysakeery
E29013,ED,Béal Deirg Mór
E29014,ED,Bunaveela
E29015,ED,Carrowmore
E29016,ED,Crossmolina North
E29017,ED,Crossmolina South
E29018,ED,Deel
E29019,ED,Derry
E29020,ED,Fortland
E29021,ED,Kilfian East
E29022,ED,Kilfian South
E29023,ED,Kilfian West
E29024,ED,Kilgarvan
E29025,ED,Killala
E29026,ED,Lackan North
E29027,ED,Lackan South
E29028,ED,Letterbrick
E29029,ED,Mount Falcon
E29030,ED,Rathoma
E29031,ED,Sallymount
E29032,ED,Sraheen
E29033,ED,Baile an Chalaidh
E29034,ED,Ballinrobe
E29035,ED,Baile Óbha
E29036,ED,Burriscarra
E29037,ED,An Cheapaigh Dhuibh
E29038,ED,Cong
E29039,ED,Coonard
E29040,ED,Dalgan
E29041,ED,Hollymount
E29042,ED,Houndswood
E29043,ED,Kilcommon
E29044,ED,Kilmaine
E29045,ED,Neale
E29046,ED,Newbrook
E29047,ED,Abhainn Bhrain
E29048,ED,Partraí
E29049,ED,Roslee
E29050,ED,Shrule
E29051,ED,An Geata Mór Thuaidh
E29052,ED,An Geata Mór Theas
E29053,ED,Bangor
E29054,ED,Barr Rúscaí
E29055,ED,Béal an Mhuirthead
E29056,ED,Gleann na Muaidhe
E29057,ED,Gleann Chaisil
E29058/29065,ED,Glenco / Sheskin
E29059,ED,Guala Mhór
E29060,ED,Cnoc an Daimh
E29061,ED,Cnoc na Lobhar
E29062,ED,Moing na Bó
E29063,ED,Na Monga
E29064,ED,Cnoc na Ráithe
E29066,ED,Addergoole
E29067,ED,Balla
E29068,ED,Ballinafad
E29069,ED,Ballyhean
E29070,ED,Ballynagoraher
E29071,ED,Bellavary
E29072,ED,Breaghwy
E29073,ED,Burren
E29074,ED,Castlebar Rural
E29075,ED,Clogher
E29076,ED,Cloonkeen
E29077,ED,Croaghmoyle
E29078,ED,Killavally
E29079,ED,Manulla
E29080,ED,Pontoon
E29081,ED,Strade
E29082,ED,Tamhnaigh na Graí
E29083,ED,Turlough
E29084,ED,Ballindine
E29085,ED,Ballyhaunis
E29086,ED,Ballyhowly
E29087,ED,Bekan
E29088,ED,Caraun
E29089,ED,Claremorris
E29090,ED,Cloghermore
E29091,ED,Course
E29092,ED,Crossboyne
E29093,ED,Culnacleha
E29094,ED,Garrymore
E29095,ED,Kilcolman
E29096,ED,Kilvine
E29097,ED,Knock North
E29098,ED,Knock South
E29099,ED,Loughanboy
E29100,ED,Mayo
E29101,ED,Murneen
E29102,ED,Tagheen
E29103,ED,Aghamore
E29104,ED,Ballinamore
E29105,ED,Bohola
E29106,ED,Brackloon
E29107,ED,Callow
E29108,ED,Cloonmore
E29109,ED,Coolnaha
E29110,ED,Cuildoo
E29111,ED,Doocastle
E29112,ED,Kilbeagh
E29113,ED,Kilkelly
E29114,ED,Killedan
E29115,ED,Kilmovee
E29116,ED,Kiltamagh
E29117,ED,Meelick
E29118,ED,Sonnagh
E29119,ED,Swineford
E29120,ED,Toocananagh
E29121,ED,Toomore
E29122,ED,Tumgesh
E29123,ED,Urlaur
E29124,ED,Acaill
E29125,ED,Aghagower North
E29126,ED,Aghagower South
E29127,ED,Aillemore
E29128,ED,Ballycroy North
E29129,ED,Ballycroy South
E29131,ED,Clare Island
E29132,ED,Clogher
E29133,ED,An Corrán
E29134,ED,Croaghpatrick
E29135,ED,Derryloughan
E29136,ED,Dumha Éige
E29137,ED,Drummin
E29138,ED,Emlagh
E29139,ED,Erriff
E29140,ED,Glenhest
E29141,ED,Islandeady
E29142,ED,Kilgeever
E29143,ED,Kilmaclasser
E29144,ED,Kilmeena
E29145,ED,Kilsallagh
E29146,ED,Knappagh
E29147,ED,Louisburgh
E29148,ED,Newport East
E29149,ED,Newport West
E29150/29130,ED,Owennadornaun / Bundorragha
E29151,ED,Slievemahanagh
E29152,ED,Slievemore
E29153,ED,Srahmore
E29154,ED,Westport Rural
E30001,ED,Athlone West Rural
E30002,ED,Ballydangan
E30003,ED,Ballynamona
E30004,ED,Caltragh
E30005,ED,Carnagh
E30006,ED,Carrowreagh
E30007,ED,Castlesampson
E30008,ED,Cloonburren
E30009,ED,Cloonown
E30010,ED,Crannagh
E30011,ED,Creagh
E30012,ED,Culliagh
E30013,ED,Drumlosh
E30014,ED,Dysart
E30015,ED,Kilcar
E30016,ED,Kiltoom
E30017,ED,Lecarrow
E30018,ED,Moore
E30019,ED,Rockhill
E30020,ED,Taghboy
E30021,ED,Taghmaconnell
E30022,ED,Thomastown
E30023,ED,Turrock
E30024,ED,Aghafin
E30026,ED,Aughrim East
E30027,ED,Aughrim West
E30028,ED,Ballyfarnan
E30029,ED,Ballyfermoyle
E30030,ED,Boyle Rural
E30031,ED,Boyle Urban
E30032,ED,Breedoge
E30033,ED,Cloonteen
E30034,ED,Creeve
E30035,ED,Croghan
E30036,ED,Crossna
E30037,ED,Danesfort
E30038,ED,Estersnow
E30039,ED,Keadew
E30040,ED,Kilbryan
E30041,ED,Kilcolagh
E30042,ED,Killukin
E30043,ED,Killummod
E30044,ED,Kilmacumsy
E30045,ED,Kilmore
E30046/30048,ED,Lisgarve / Mantua
E30047/30025,ED,Lough Allen / Altagowlan
E30049,ED,Oakport
E30050,ED,Rockingham
E30051,ED,Rushfield
E30052,ED,Tivannagh
E30053,ED,Tumna North
E30054,ED,Tumna South
E30055,ED,Artagh North
E30056,ED,Artagh South
E30057,ED,Ballaghaderreen
E30058,ED,Ballinlough
E30059,ED,Ballintober
E30060,ED,Baslick
